word_1	word_2	biword	frequency
already	around	already|around	1
around	dwell[3sbj].	around|dwell[3sbj].	1
then	steal	then|steal	1
PST	lack[3sbj].	PST|lack[3sbj].	1
PST	put.mouth.down.to.drink	PST|put.mouth.down.to.drink	2
PST	dwell	PST|dwell	1
PST	be.faint.hearted	PST|be.faint.hearted	1
man	PST	man|PST	3
EMPH	PST	EMPH|PST	13
PST	stand.up	PST|stand.up	2
sea.lion	AUG	sea.lion|AUG	1
ocean	PST	ocean|PST	1
ITER	go.down.into	ITER|go.down.into	1
around	go.up	around|go.up	1
on.arrival	down	on.arrival|down	2
FUT	be.unfortunate[1sbj]	FUT|be.unfortunate[1sbj]	1
here.	PROG	here.|PROG	1
in.vain	travel[1sbj].	in.vain|travel[1sbj].	1
around	please	around|please	1
please	EMP	please|EMP	2
CONT	PROG	CONT|PROG	1
INCH	cl.piece	INCH|cl.piece	1
upright	fall	upright|fall	2
each	be.one	each|be.one	1
PL	upright	PL|upright	1
1SBJ<N.IND>SBJV?	PST	1SBJ<N.IND>SBJV?|PST	1
PROG	be.up	PROG|be.up	1
PST	make.into.trough	PST|make.into.trough	1
PST	be.salty	PST|be.salty	1
PROG	have.brush.dance	PROG|have.brush.dance	1
wood	PFV	wood|PFV	1
PFV	go.in	PFV|go.in	1
happen[3sbj]	ITER	happen[3sbj]|ITER	1
ITER	be.long.time	ITER|be.long.time	1
put.on.belt[nmlz].	3NEG	put.on.belt[nmlz].|3NEG	1
some.body.	PST	some.body.|PST	1
around	DUB	around|DUB	1
3SBJ.DEF.	soon	3SBJ.DEF.|soon	2
PST	lead.along	PST|lead.along	1
1NEG	PROG	1NEG|PROG	2
PROG	drink	PROG|drink	1
spring[loc].	PST	spring[loc].|PST	1
AFF	1NEG	AFF|1NEG	4
1NEG	drink	1NEG|drink	1
NEG[1SBJ].	PST	NEG[1SBJ].|PST	1
go[1sbj].	PST	go[1sbj].|PST	1
PST	turn.back	PST|turn.back	1
go.to	lead	go.to|lead	1
PST	take	PST|take	3
INCH	go.down	INCH|go.down	3
PL	be.elk.meat	PL|be.elk.meat	1
hark	CESS	hark|CESS	1
CESS	sit.dim	CESS|sit.dim	1
sit.dim	PROG	sit.dim|PROG	1
PROG	be.plentiful	PROG|be.plentiful	1
venison	go.to	venison|go.to	1
go.to	go.about	go.to|go.about	1
PROG	for.nothing	PROG|for.nothing	6
for.nothing	point.at	for.nothing|point.at	1
PST	point.at	PST|point.at	1
ITER	try[1sbj].	ITER|try[1sbj].	1
try[1sbj].	PST	try[1sbj].|PST	1
ITER	point.at	ITER|point.at	1
3NEG	be.daylight	3NEG|be.daylight	1
PFV	start.back.home	PFV|start.back.home	1
go.to	meet	go.to|meet	1
young.man.	PROG	young.man.|PROG	1
PROG	weave.baskets	PROG|weave.baskets	1
young.man	PROG	young.man|PROG	1
PROG	mention.name.in.song	PROG|mention.name.in.song	1
INCH	appear[3sbj]	INCH|appear[3sbj]	1
EMPH	come[3sbj].	EMPH|come[3sbj].	1
PST	feel.in.bones	PST|feel.in.bones	1
on.arrival	put.arm.around.neck	on.arrival|put.arm.around.neck	2
PROG	growl	PROG|growl	1
PFV	cross.river[3sbj]	PFV|cross.river[3sbj]	1
all	please	all|please	1
beside	happen[3sbj]	beside|happen[3sbj]	1
happen[3sbj]	PROG	happen[3sbj]|PROG	1
happen	PST	happen|PST	1
PST	soak.acorns	PST|soak.acorns	1
2SBJ.IMP	soon	2SBJ.IMP|soon	1
soon	ITER	soon|ITER	1
on.arrival	feast	on.arrival|feast	1
INCH	pound	INCH|pound	5
INCH	be.long.time	INCH|be.long.time	2
INST.IMPL[3SBJ.PASS]	PROG	INST.IMPL[3SBJ.PASS]|PROG	1
where	go.to	where|go.to	1
all	go	all|go	4
3SBJ.INDF?	PST	3SBJ.INDF?|PST	1
all	come[3sbj]?	all|come[3sbj]?	1
come[3sbj]?	PST	come[3sbj]?|PST	1
3SBJ<NMLZ.P>STV	ITER	3SBJ<NMLZ.P>STV|ITER	1
EMPH	hand	EMPH|hand	1
pestle.	PST	pestle.|PST	1
3SBJ.STV[NMLZ].	PST	3SBJ.STV[NMLZ].|PST	1
around	then	around|then	2
INDF	CESS	INDF|CESS	1
CESS	do.to	CESS|do.to	1
pestle	around	pestle|around	1
soon	then	soon|then	1
then	UNK	then|UNK	1
3SBJ<TH.PASS>PASS	PST	3SBJ<TH.PASS>PASS|PST	1
PROG	where	PROG|where	2
3NEG	listen	3NEG|listen	1
in.vain	feed<3sbj.pass>.	in.vain|feed<3sbj.pass>.	1
after.meal	CESS	after.meal|CESS	1
be.good	PROG	be.good|PROG	1
PROG	then	PROG|then	54
then	SUB	then|SUB	1
INCH	AUG	INCH|AUG	1
AUG	be.large	AUG|be.large	3
be.good	EMPH	be.good|EMPH	1
PROG	be.so	PROG|be.so	1
INCH	NEG.EMPH	INCH|NEG.EMPH	1
PST	be.unfortunate	PST|be.unfortunate	1
INCH	watch	INCH|watch	1
what.int	INCH	what.int|INCH	1
INCH	say	INCH|say	1
soon	down	soon|down	1
at.end.of	ropelike	at.end.of|ropelike	1
around	go.out	around|go.out	1
INCH	upright	INCH|upright	1
INCH	ask	INCH|ask	1
ITER	carry.on.back	ITER|carry.on.back	1
PST	cross	PST|cross	3
EMP	upright	EMP|upright	1
like[3sbj]?	PST	like[3sbj]?|PST	1
PL	go.to	PL|go.to	1
go.to	in.vain	go.to|in.vain	1
ITER	come.for.in.boat	ITER|come.for.in.boat	2
3NEG	NEG.EMPH	3NEG|NEG.EMPH	1
NEG.EMPH	get.in	NEG.EMPH|get.in	1
3NEG	get.in	3NEG|get.in	1
think	CESS	think|CESS	2
CESS	swim	CESS|swim	1
where	thither	where|thither	1
thither	ITER	thither|ITER	1
ITER	come.for.in.boat[3sbj].	ITER|come.for.in.boat[3sbj].	1
at.last	be.many	at.last|be.many	1
INCH	pass	INCH|pass	1
PL	PFV	PL|PFV	1
ITER	pass	ITER|pass	1
around	set.snare	around|set.snare	1
mud.hen.	PST	mud.hen.|PST	1
INCH	do.to	INCH|do.to	1
3SBJ.INDF	3NEG	3SBJ.INDF|3NEG	2
single.one	PROG	single.one|PROG	1
PROG	go.about[3sbj]	PROG|go.about[3sbj]	1
walk.about.outside[3sbj].	soon	walk.about.outside[3sbj].|soon	1
woman.	PST	woman.|PST	1
AFF.	soon	AFF.|soon	1
all	UNK	all|UNK	2
early	PST	early|PST	1
PROG	find[3sbj]	PROG|find[3sbj]	1
find[3sbj]	already	find[3sbj]|already	1
already	be.stiff	already|be.stiff	1
EMPH	PFV	EMPH|PFV	2
PFV	die[3sbj].	PFV|die[3sbj].	1
PROG	laugh	PROG|laugh	1
make[1sbj].	PST	make[1sbj].|PST	1
be.cute	then	be.cute|then	1
then	go.out	then|go.out	1
INCH	mention.name.in.song	INCH|mention.name.in.song	1
go.to	be.easily.frightened	go.to|be.easily.frightened	1
go.to	weave.baskets	go.to|weave.baskets	1
cl.days[3sbj]	PST	cl.days[3sbj]|PST	1
UNK	PFV	UNK|PFV	1
PFV	look.up	PFV|look.up	1
relating.to	come	relating.to|come	1
FUT	EMPH	FUT|EMPH	1
EMPH	on.arrival	EMPH|on.arrival	1
3SBJ.IMPL.	3NEG	3SBJ.IMPL.|3NEG	2
cottonwood	PST	cottonwood|PST	1
PST	hit	PST|hit	1
PST	be.weak	PST|be.weak	1
cl.flat.round[3sbj].	soon	cl.flat.round[3sbj].|soon	1
ITER	breathe	ITER|breathe	2
ITER	want	ITER|want	1
ITER	dwell	ITER|dwell	4
PROG	pay.for.insult	PROG|pay.for.insult	1
ITER	do.to	ITER|do.to	3
2SBJ<N.IND>SBJV	ITER	2SBJ<N.IND>SBJV|ITER	1
ITER	be.alone	ITER|be.alone	1
1SBJ<NEG>SBJV.	FUT	1SBJ<NEG>SBJV.|FUT	1
FUT	pay.for.insult	FUT|pay.for.insult	1
1SBJ	go.to	1SBJ|go.to	1
PST	pay.for.insult	PST|pay.for.insult	1
be.so[3sbj]	around	be.so[3sbj]|around	1
ITER	dwell[3sbj].	ITER|dwell[3sbj].	1
be.up	AUG	be.up|AUG	1
AUG	grow.up	AUG|grow.up	1
2NEG	EMP	2NEG|EMP	4
3SBJ.IMPL	PST	3SBJ.IMPL|PST	1
relating.to	already	relating.to|already	1
already	think	already|think	1
AFF?	EMPH	AFF?|EMPH	1
PROH	be.long.time	PROH|be.long.time	1
all.night	stay[3sbj].	all.night|stay[3sbj].	1
where.int	go.to	where.int|go.to	3
INST.IMPL[3SBJ.PASS]	no.longer	INST.IMPL[3SBJ.PASS]|no.longer	1
AFF	no.longer	AFF|no.longer	3
stay[1sbj]	PROG	stay[1sbj]|PROG	1
PROG	go[1sbj]	PROG|go[1sbj]	1
PROG	step	PROG|step	1
PROG	step.on[1sbj].	PROG|step.on[1sbj].	1
EMPH	be.far	EMPH|be.far	3
3NEG	very	3NEG|very	3
very	go[3sbj]	very|go[3sbj]	1
INCH	go.to	INCH|go.to	8
go.to	say.words.in.singing	go.to|say.words.in.singing	1
ITER	face	ITER|face	1
just.that.far	PFV	just.that.far|PFV	1
PFV	UNK	PFV|UNK	1
so.that	PST	so.that|PST	1
PST	make.mistake	PST|make.mistake	2
PST	put.in	PST|put.in	1
DUB	PST	DUB|PST	1
PST	untie.hair	PST|untie.hair	1
PST	be.straight	PST|be.straight	1
ITER	thither	ITER|thither	2
thither	wrap	thither|wrap	2
ITER	be.straight	ITER|be.straight	1
EMPH	around	EMPH|around	9
around	so	around|so	9
DEM	on.arrival	DEM|on.arrival	1
PST	come[1sbj].	PST|come[1sbj].	1
come[1sbj].	PROG	come[1sbj].|PROG	1
north	around	north|around	1
around	come.from[1sbj].	around|come.from[1sbj].	1
then	PFV	then|PFV	4
PFV	INCH	PFV|INCH	1
INCH	stay	INCH|stay	1
ITER	come.so[1sbj].	ITER|come.so[1sbj].	1
must	on.arrival	must|on.arrival	1
ITER	stay[1sbj].	ITER|stay[1sbj].	1
how.long.int	CESS	how.long.int|CESS	1
PFV	go.to.work	PFV|go.to.work	1
cl.day	PROG	cl.day|PROG	1
go.to	work	go.to|work	4
how.much.int	around	how.much.int|around	1
AFF	CESS	AFF|CESS	5
1SBJ.	PROG	1SBJ.|PROG	1
PROG	hire	PROG|hire	1
FUT	soon	FUT|soon	1
soon	CESS	soon|CESS	1
CESS	1SBJ.SBJV	CESS|1SBJ.SBJV	1
FUT	visit	FUT|visit	1
somewhere	around	somewhere|around	1
around	happen.	around|happen.	1
ITER	call.for	ITER|call.for	1
around	news[1sbj]	around|news[1sbj]	1
something	NEG.EMPH	something|NEG.EMPH	1
NEG.EMPH	happen[3sbj].	NEG.EMPH|happen[3sbj].	1
NEG.EMPH	PROG	NEG.EMPH|PROG	3
PROG	be.ill	PROG|be.ill	1
PROG	fight	PROG|fight	1
around	listen.to[3sbj].	around|listen.to[3sbj].	1
PROG	tell	PROG|tell	2
1OBJ[3SBJ]	PST	1OBJ[3SBJ]|PST	1
1SG	PST	1SG|PST	2
EMPH	be.fat	EMPH|be.fat	1
relating.to	only	relating.to|only	1
in.vain	be.many	in.vain|be.many	1
3OBJ[1SBJ].	no.longer	3OBJ[1SBJ].|no.longer	1
3NEG	be.one	3NEG|be.one	1
animal	relating.to	animal|relating.to	1
relating.to	be.many	relating.to|be.many	1
INCH	kill	INCH|kill	1
1NEG	appear[3sbj].	1NEG|appear[3sbj].	1
sometime	go.to	sometime|go.to	1
go.to	INDF	go.to|INDF	1
happen[3sbj]	very	happen[3sbj]|very	1
CESS	speak.to	CESS|speak.to	1
all	CESS	all|CESS	1
CESS	speak	CESS|speak	1
3SBJ.STV[NMLZ]	PROG	3SBJ.STV[NMLZ]|PROG	1
PROG	smoke	PROG|smoke	1
EMPH	3NEG[NMLZ]	EMPH|3NEG[NMLZ]	1
INCH	make.speech	INCH|make.speech	1
single.one	3NEG	single.one|3NEG	2
children	PROG	children|PROG	1
suddenly	cry	suddenly|cry	1
in.the.midst.of	make.speech	in.the.midst.of|make.speech	1
be.parent[nmlz]	PROG	be.parent[nmlz]|PROG	1
PROG	adorn.oneself	PROG|adorn.oneself	1
all	take.off	all|take.off	2
PFV	go.down	PFV|go.down	1
medicine	PROG	medicine|PROG	1
PROG	make	PROG|make	6
around	where	around|where	1
where	then	where|then	1
PROG	[wear]breech.cloth	PROG|[wear]breech.cloth	1
otherwise	PROG	otherwise|PROG	1
PROG	be.naked	PROG|be.naked	1
where	AUG	where|AUG	1
AUG	lie[3sbj].	AUG|lie[3sbj].	1
around	happen[3sbj]	around|happen[3sbj]	1
happen[3sbj]	PL	happen[3sbj]|PL	1
some	be.full.of.holes	some|be.full.of.holes	1
all	see	all|see	1
INST.IMPL[3SBJ.PASS]	PROH	INST.IMPL[3SBJ.PASS]|PROH	1
PROH	cry[2sbj].	PROH|cry[2sbj].	1
tell.what.one.sees.doctoring[3sbj.pass]	PROG	tell.what.one.sees.doctoring[3sbj.pass]|PROG	1
PROG	die[3sbj].	PROG|die[3sbj].	1
PROG	say[3sbj.pass]	PROG|say[3sbj.pass]	1
believe[3sbj]	PROG	believe[3sbj]|PROG	1
PROG	some	PROG|some	9
some	cry	some|cry	1
ADVS	PROG	ADVS|PROG	7
PROG	say[3sbj]	PROG|say[3sbj]	1
PL	die[3sbj]	PL|die[3sbj]	1
DEM.DIST	PL	DEM.DIST|PL	1
PL	cry	PL|cry	2
DEM.DIST	NEG.EMPH	DEM.DIST|NEG.EMPH	1
NEG.EMPH	PL	NEG.EMPH|PL	1
all	be.cured	all|be.cured	1
3NEG	3PL	3NEG|3PL	1
PL	have.disease	PL|have.disease	1
all	very	all|very	1
very	be.cured	very|be.cured	1
(PST	ITER	(PST|ITER	1
ITER	thoroughly	ITER|thoroughly	1
thoroughly	be.cured	thoroughly|be.cured	1
PST	AUG	PST|AUG	1
AUG	be.long[3sbj].	AUG|be.long[3sbj].	1
INCH	imitate	INCH|imitate	3
PROG	how.look<nmlz.p>[3sbj]	PROG|how.look<nmlz.p>[3sbj]	1
also	EMPH	also|EMPH	81
EMPH	DEM	EMPH|DEM	16
appear<3sbj.stv>.	3NEG	appear<3sbj.stv>.|3NEG	1
INCH	carry.on.back.3obj	INCH|carry.on.back.3obj	1
NMLZ.INST	PL	NMLZ.INST|PL	2
EMPH	woman	EMPH|woman	1
ADVS	3NEG	ADVS|3NEG	4
ITER	appear	ITER|appear	3
PST.IPFV	ITER	PST.IPFV|ITER	1
young.woman	PST	young.woman|PST	2
EMPH	AFF	EMPH|AFF	23
on.arrival	come[1sbj]	on.arrival|come[1sbj]	1
NMLZ.A.	in.vain	NMLZ.A.|in.vain	2
young.man	in.vain	young.man|in.vain	1
NMLZ.P.	3NEG	NMLZ.P.|3NEG	1
3SBJ.DEF	2NEG	3SBJ.DEF|2NEG	1
2NEG	talk	2NEG|talk	1
be.so[3sbj.def]	EMPH	be.so[3sbj.def]|EMPH	1
EMPH	from	EMPH|from	1
PROG	DUB	PROG|DUB	1
PFV	stay	PFV|stay	1
old.folk	ITER	old.folk|ITER	1
INCH	go[1sbj]	INCH|go[1sbj]	2
go.to	bathe	go.to|bathe	1
nicely	PST	nicely|PST	3
INCH	do	INCH|do	3
ADVS	EMPH	ADVS|EMPH	9
EMPH	cook<sub>	EMPH|cook<sub>	1
PL	stand	PL|stand	1
PROG	talk.to	PROG|talk.to	1
already	enough	already|enough	7
PFV	stay[1sbj]	PFV|stay[1sbj]	1
now	ITER	now|ITER	1
go[1sbj].	ITER	go[1sbj].|ITER	1
3PL	in.vain	3PL|in.vain	1
in.vain	EMPH	in.vain|EMPH	1
EMPH	think	EMPH|think	2
crescent.city	PROG	crescent.city|PROG	1
from.behind	overtake<nmlz.p>.	from.behind|overtake<nmlz.p>.	1
DEM	from.behind	DEM|from.behind	1
from.behind	grasp<nmlz.p>.	from.behind|grasp<nmlz.p>.	1
PROG	go[1sbj].	PROG|go[1sbj].	4
go[1sbj].	from.behind	go[1sbj].|from.behind	1
SER	INCH	SER|INCH	4
INCH	abuse.3obj	INCH|abuse.3obj	1
EMPH	like	EMPH|like	2
EMPH	DEM.DIST	EMPH|DEM.DIST	5
PROG	from.behind	PROG|from.behind	1
INCH	tell.story	INCH|tell.story	3
INST.INTR[1SBJ].	1NEG	INST.INTR[1SBJ].|1NEG	1
very	fear	very|fear	1
DEM.DIST	EMPH	DEM.DIST|EMPH	5
snake	PROB	snake|PROB	1
PROB	meeting	PROB|meeting	1
in.morning	INCH	in.morning|INCH	1
go.to	gather	go.to|gather	1
pack.basket	EMPH	pack.basket|EMPH	1
1SBJ.	in.vain	1SBJ.|in.vain	1
in.vain	INCH	in.vain|INCH	4
INCH	think.3obj	INCH|think.3obj	1
stand[1sbj].	3NEG	stand[1sbj].|3NEG	1
3NEG	leave	3NEG|leave	1
EMPH	hold	EMPH|hold	1
snake	PROG	snake|PROG	1
pack.basket.	PST	pack.basket.|PST	1
pack.basket.	INCH	pack.basket.|INCH	1
INCH	go.along	INCH|go.along	1
river	EMPH	river|EMPH	2
INCH	go<nmlz.p>.	INCH|go<nmlz.p>.	1
halfway	around	halfway|around	3
house	PROG	house|PROG	1
PROG	build.pass	PROG|build.pass	1
DEF	EMPH	DEF|EMPH	5
EMPH	snake	EMPH|snake	1
water.soaked.spruce	PROG	water.soaked.spruce|PROG	1
PL	burn.pass	PL|burn.pass	1
EMPH	PROG	EMPH|PROG	54
like	EMPH	like|EMPH	9
PROG	burn.pass	PROG|burn.pass	2
wood	yet	wood|yet	1
yet	be.wet	yet|be.wet	1
people	PST	people|PST	1
PST	make.3obj	PST|make.3obj	1
grandmother.	PST	grandmother.|PST	1
ITER	be.two	ITER|be.two	1
snake.	PROG	snake.|PROG	1
old.lady	3NEG	old.lady|3NEG	1
DUB	EMPH	DUB|EMPH	6
stick.	ITER	stick.|ITER	1
SUB.3DEF	PST	SUB.3DEF|PST	5
SUB.3DEF	PROG	SUB.3DEF|PROG	5
child	PROG	child|PROG	1
ITER	ITER	ITER|ITER	1
SUB.3DEF	go.to	SUB.3DEF|go.to	1
loose.plate.basket	INCH	loose.plate.basket|INCH	1
PL	let.on	PL|let.on	1
PL	put.in.3obj	PL|put.in.3obj	1
snake	3NEG	snake|3NEG	1
SUB.3DEF.	PST	SUB.3DEF.|PST	5
now	go.to	now|go.to	1
go.to	leave	go.to|leave	1
2OBJ[1SBJ]	1NEG	2OBJ[1SBJ]|1NEG	1
when.nmlz.adv	PROG	when.nmlz.adv|PROG	1
people	3NEG	people|3NEG	1
3NEG	swallow	3NEG|swallow	1
CESS	live.there	CESS|live.there	1
PROG	flat	PROG|flat	1
PST	be.married[3sbj.stv].	PST|be.married[3sbj.stv].	1
around	in.vain	around|in.vain	1
in.vain	look.for	in.vain|look.for	1
SER	EMPH	SER|EMPH	1
EMPH	N2.NEG.EMPH	EMPH|N2.NEG.EMPH	2
finally	ITER	finally|ITER	2
ITER	with.nothing	ITER|with.nothing	1
EMPH	belly	EMPH|belly	1
PROG	finally	PROG|finally	5
happen[3sbj]	INCH	happen[3sbj]|INCH	1
INCH	have.sores	INCH|have.sores	1
1SBJ.STV.SBJV?	very	1SBJ.STV.SBJV?|very	1
INCH	sleep[1sbj].	INCH|sleep[1sbj].	1
SUB.3DEF.	then	SUB.3DEF.|then	1
EMPH.	PST	EMPH.|PST	2
PST	see.3obj	PST|see.3obj	5
PL	build	PL|build	2
3SBJ<NMLZ.P>IMPL.	PROG	3SBJ<NMLZ.P>IMPL.|PROG	4
PFV	bring	PFV|bring	1
PST	make.fire	PST|make.fire	1
INCH	burn.pass	INCH|burn.pass	2
finally	1NEG	finally|1NEG	1
1SBJ	EMPH	1SBJ|EMPH	1
SUB.3DEF.	INCH	SUB.3DEF.|INCH	2
INCH	arm	INCH|arm	3
3SBJ<NMLZ.P>STV.	INCH	3SBJ<NMLZ.P>STV.|INCH	1
INCH	take.out<nmlz.p>	INCH|take.out<nmlz.p>	1
DEM.PROX	EMPH	DEM.PROX|EMPH	16
EMPH	be.so.many	EMPH|be.so.many	4
same.way	around	same.way|around	1
ITER	see.so	ITER|see.so	1
woods[loc]	go.to	woods[loc]|go.to	1
3SBJ.DEF.	yet	3SBJ.DEF.|yet	2
yet	3NEG	yet|3NEG	4
3NEG	long.time	3NEG|long.time	1
morning	PST	morning|PST	1
IMP	go.to	IMP|go.to	1
EMPH	wash	EMPH|wash	1
AFF,	INCH	AFF,|INCH	1
AFF.	already	AFF.|already	1
already	see.3obj	already|see.3obj	1
PST	lift	PST|lift	1
1SBJ	PROG	1SBJ|PROG	3
CESS	starve[1sbj]!	CESS|starve[1sbj]!	1
starve[1sbj]!	INCH	starve[1sbj]!|INCH	1
PST	feast	PST|feast	1
enough	have.to.eat	enough|have.to.eat	1
child.	PST	child.|PST	1
too	EMPH	too|EMPH	3
ITER	feast	ITER|feast	1
EMPH	happen[3sbj]	EMPH|happen[3sbj]	1
happen[3sbj]	PST	happen[3sbj]|PST	1
what.int	PL	what.int|PL	1
PL	be.so	PL|be.so	2
ITER	UNK	ITER|UNK	1
EMPH	do.to	EMPH|do.to	1
2SBJ.SBJV.	PROG	2SBJ.SBJV.|PROG	2
CESS	starve[1sbj].	CESS|starve[1sbj].	1
starve[1sbj].	2NEG	starve[1sbj].|2NEG	1
2NEG	dwell<nmlz.p>	2NEG|dwell<nmlz.p>	1
LOC	3NEG	LOC|3NEG	1
3SBJ.DEF.	on.arrival	3SBJ.DEF.|on.arrival	2
on.arrival	watch	on.arrival|watch	1
fall.down.dim<n.ind>[imp]!	PST	fall.down.dim<n.ind>[imp]!|PST	1
PST	raise	PST|raise	1
indian.potato.	PST	indian.potato.|PST	2
PST	be<stv>divided[3sbj].	PST|be<stv>divided[3sbj].	2
PST	eat.with.enjoyment	PST|eat.with.enjoyment	1
IMP!	PST	IMP!|PST	1
then	fall[3sbj.def].	then|fall[3sbj.def].	1
fall[3sbj.def].	in.vain	fall[3sbj.def].|in.vain	1
in.vain	around	in.vain|around	1
around	piece	around|piece	1
sideways	PST	sideways|PST	1
PST	push.so.pass	PST|push.so.pass	1
fruit,	ITER	fruit,|ITER	1
INCH	be.ripe[3sbj.stv].	INCH|be.ripe[3sbj.stv].	4
fruit.	PROG	fruit.|PROG	1
suddenly	INCH	suddenly|INCH	5
INCH	quiver	INCH|quiver	1
go.to	pick.3obj	go.to|pick.3obj	1
INCH	tell.about.3obj[1sbj]	INCH|tell.about.3obj[1sbj]	4
ITER	relating.to	ITER|relating.to	3
relating.to	talk	relating.to|talk	3
SUB.3DEF.	3NEG	SUB.3DEF.|3NEG	2
when	PROG	when|PROG	13
PROG	be.in.a<stv>bunch	PROG|be.in.a<stv>bunch	1
INST.IMPL	PROH	INST.IMPL|PROH	6
ITER	say.so	ITER|say.so	1
SER	already	SER|already	1
already	be.a.while	already|be.a.while	2
NMLZ.P	3NEG	NMLZ.P|3NEG	1
mother.	already	mother.|already	1
ITER	be.alive	ITER|be.alive	3
sand.cricket	PST	sand.cricket|PST	1
SUB.3DEF.	go.to	SUB.3DEF.|go.to	1
go.to	talk	go.to|talk	1
what.int	EMPH	what.int|EMPH	1
2SBJ.SBJV	PROG	2SBJ.SBJV|PROG	1
PROG	think[1sbj]	PROG|think[1sbj]	1
ADVS	very	ADVS|very	2
very	be.while	very|be.while	1
ITER	happen.so[3sbj.def].	ITER|happen.so[3sbj.def].	1
nice	3NEG	nice|3NEG	1
relating.to	feel.so	relating.to|feel.so	4
INCH	tell.about[1sbj]	INCH|tell.about[1sbj]	4
INCH	gamble[1sbj]	INCH|gamble[1sbj]	1
INCH	gamble<impl>	INCH|gamble<impl>	1
finally	INCH	finally|INCH	9
INCH	win	INCH|win	2
NMLZ.P	ITER	NMLZ.P|ITER	5
INCH	put.up[3sbj]	INCH|put.up[3sbj]	1
SUB.3DEF	INCH	SUB.3DEF|INCH	2
EMPH	be.all	EMPH|be.all	1
PL	dwell.at[3sbj.def].	PL|dwell.at[3sbj.def].	2
put.up[3sbj.def]	EMPH	put.up[3sbj.def]|EMPH	1
EMPH	value	EMPH|value	1
EMPH	only	EMPH|only	11
ITER	put[1sbj]	ITER|put[1sbj]	1
then	be.bare.on.teeth	then|be.bare.on.teeth	1
SUB.3DEF	3NEG	SUB.3DEF|3NEG	2
3NEG	feel.so	3NEG|feel.so	1
AFF	EMPH	AFF|EMPH	7
for.nothing	go.around	for.nothing|go.around	1
EMPH	when.nmlz.adv	EMPH|when.nmlz.adv	1
PROG	hang[3sbj.pass].	PROG|hang[3sbj.pass].	1
hang[3sbj.pass].	3NEG	hang[3sbj.pass].|3NEG	1
nice	very	nice|very	31
very	be.so[3sbj.def]	very|be.so[3sbj.def]	1
go.to	dance	go.to|dance	1
AFF	2NEG	AFF|2NEG	3
2NEG	go	2NEG|go	2
NEG!	PST	NEG!|PST	1
FUT	go[1sbj]	FUT|go[1sbj]	1
PROH	go	PROH|go	3
PROG	happen.so[3sbj.def].	PROG|happen.so[3sbj.def].	1
then	leave.pass	then|leave.pass	1
3SBJ.STV	all	3SBJ.STV|all	1
all	go<impl>[3sbj]	all|go<impl>[3sbj]	1
NMLZ.P.	PROG	NMLZ.P.|PROG	12
go.to	a.while	go.to|a.while	1
a.while	ITER	a.while|ITER	1
finally	not.much	finally|not.much	3
not.much	be.a.while	not.much|be.a.while	3
3SBJ.INDF	very	3SBJ.INDF|very	1
something	EMPH	something|EMPH	5
EMPH	DUB	EMPH|DUB	4
EMPH	sound.so	EMPH|sound.so	1
all	join.in	all|join.in	1
INCH	IMPL<EMP>	INCH|IMPL<EMP>	2
go<nmlz.p>	INCH	go<nmlz.p>|INCH	2
ITER	leave.off	ITER|leave.off	1
ADVS	then	ADVS|then	1
then	so	then|so	1
here.and.there	PROG	here.and.there|PROG	1
PROG	lie.along	PROG|lie.along	1
3SBJ.STV.	then	3SBJ.STV.|then	1
then	leave.off	then|leave.off	1
someplace	ITER	someplace|ITER	1
PROG	1NEG	PROG|1NEG	2
1NEG	happen.so	1NEG|happen.so	1
TH.STV.N3[1SBJ]	PROG	TH.STV.N3[1SBJ]|PROG	1
all	jump.across	all|jump.across	1
all	jump<impl>across.	all|jump<impl>across.	1
EMPH	3PL	EMPH|3PL	6
very	jump.across	very|jump.across	1
all	land<impl>	all|land<impl>	1
in.that.place.	PST	in.that.place.|PST	1
ADVS	2NEG	ADVS|2NEG	1
PROG	hither	PROG|hither	1
AFF	on.arrival	AFF|on.arrival	1
on.arrival	INCH	on.arrival|INCH	1
drop[3sbj].	PST	drop[3sbj].|PST	1
ITER	close.up	ITER|close.up	1
PROG	leave.pass	PROG|leave.pass	1
NEG	PROH	NEG|PROH	1
someplace	PST	someplace|PST	3
DEF	all	DEF|all	1
EMPH	fast	EMPH|fast	1
EMPH	all	EMPH|all	7
ADVS!	PST	ADVS!|PST	1
relating.to	go	relating.to|go	2
INCH	go<nmlz.p>	INCH|go<nmlz.p>	1
all	footrace	all|footrace	1
INCH	run<nmlz.p>.	INCH|run<nmlz.p>.	1
also	INCH	also|INCH	1
EMPH	still	EMPH|still	1
still	all	still|all	1
all	leave	all|leave	1
somebody	PROG	somebody|PROG	8
NMLZ.P.	enough	NMLZ.P.|enough	1
enough	DEM	enough|DEM	3
EMPH	only.	EMPH|only.	5
in.the.mountains	PST	in.the.mountains|PST	1
in.that.place.	INCH	in.that.place.|INCH	1
fall[3sbj.def].	PST	fall[3sbj.def].|PST	1
PST	think.about	PST|think.about	8
INCH	pick.up	INCH|pick.up	4
no.longer	not.much	no.longer|not.much	2
on.arrival	arrive	on.arrival|arrive	1
quiver.	PST	quiver.|PST	1
PST	put	PST|put	1
PL	dwell.at[3sbj.def]	PL|dwell.at[3sbj.def]	1
SBJ.STV.	PST	SBJ.STV.|PST	1
next.day	PST	next.day|PST	1
